@RELATION 'Spam Base, without duplicates, with normalization, downsampled to 05 pct, v01'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'att28' real
@ATTRIBUTE 'att29' real
@ATTRIBUTE 'att30' real
@ATTRIBUTE 'att31' real
@ATTRIBUTE 'att32' real
@ATTRIBUTE 'att33' real
@ATTRIBUTE 'att34' real
@ATTRIBUTE 'att35' real
@ATTRIBUTE 'att36' real
@ATTRIBUTE 'att37' real
@ATTRIBUTE 'att38' real
@ATTRIBUTE 'att39' real
@ATTRIBUTE 'att40' real
@ATTRIBUTE 'att41' real
@ATTRIBUTE 'att42' real
@ATTRIBUTE 'att43' real
@ATTRIBUTE 'att44' real
@ATTRIBUTE 'att45' real
@ATTRIBUTE 'att46' real
@ATTRIBUTE 'att47' real
@ATTRIBUTE 'att48' real
@ATTRIBUTE 'att49' real
@ATTRIBUTE 'att50' real
@ATTRIBUTE 'att51' real
@ATTRIBUTE 'att52' real
@ATTRIBUTE 'att53' real
@ATTRIBUTE 'att54' real
@ATTRIBUTE 'att55' real
@ATTRIBUTE 'att56' real
@ATTRIBUTE 'att57' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
0.0,0.0,0.07058823529411765,0.0,0.036,0.0,0.0,0.0,0.06844106463878327,0.019801980198019802,0.0,0.03722854188210962,0.0,0.10900000000000001,0.0,0.0905,0.0,0.0,0.1936,0.0,0.1353874883286648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023687701345461436,0.0,0.0038487591600468007,0.0,0.0,0.0011479999999999997,0.0026899798251513113,0.01023214875123776,587.0,'yes'
0.09216589861751152,0.028011204481792718,0.0,0.0,0.0,0.0,0.0,0.0,0.22813688212927757,0.26457645764576454,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.064,0.0,0.11204481792717086,0.0,1.0,0.041025641025641026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026325512654720117,0.25408000000000003,0.0,0.012608000000000001,0.026899798251513115,0.03872813290791066,1661.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.33224755700325737,0.0,0.0,0.0,0.0,0.2109617373319545,0.0,0.0,0.0,0.10200000000000001,0.0,0.26527958387516254,0.1632,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032215273829827556,0.0,0.0,0.054400000000000004,0.0,0.00188,0.0020174848688634837,0.002640554516448454,540.0,'yes'
0.0,0.0,0.09411764705882353,0.0,0.048,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.09927611168562564,0.0,0.0,0.43764172335600904,0.0,0.125,0.0624187256176853,0.12853333333333333,0.0,0.2250233426704015,0.0,0.8428927680798005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10084033613445378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015918135304150087,0.0,0.0025863661555514503,0.24352000000000001,0.0,0.017288,0.03026227303295225,0.018043789195731103,503.0,'yes'
0.0,0.0,0.32941176470588235,0.0,0.033,0.0,0.0,0.0,0.0,0.018151815181518153,0.0,0.0,0.0,0.0,0.0,0.0165,0.0,0.0,0.10773333333333333,0.0,0.06255835667600373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015406162464985993,0.0,0.0,0.0,0.0,0.011370096645821488,0.0,0.014902395467701212,0.0,0.0,0.003184,0.0121049092131809,0.02222466718010782,155.0,'yes'
0.01612903225806452,0.025910364145658265,0.15882352941176472,0.0,0.051000000000000004,0.04931972789115646,0.022801302931596094,0.0,0.013307984790874526,0.02035203520352035,0.035,0.15305067218200621,0.025225225225225228,0.0,0.015873015873015876,0.0,0.036458333333333336,0.05721716514954486,0.18933333333333333,0.0,0.17273576097105509,0.0,0.0,0.00717948717948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020319303338171266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01185860889395667,0.013833617585749478,0.0,0.0051419422378225265,0.05344,0.0013500742540839747,0.009648,0.028917283120376596,0.08735834525250302,1084.0,'yes'
0.0,0.0,0.0,0.0,0.096,0.0,0.3127035830618893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.17927170868347336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02537102038302851,0.0,0.0,0.0081,0.04438466711499664,0.012872703267686214,1431.0,'yes'
0.0,0.0,0.03137254901960784,0.0,0.033,0.0,0.05211726384364821,0.0,0.09505703422053233,0.0,0.08,0.0,0.0,0.0,0.0,0.025,0.0,0.19505851755526657,0.0352,0.0,0.0,0.0,0.0,0.0,0.015842534805568895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01667614174720485,0.0,0.027218424779850973,0.24064,0.002970163358984744,0.017312,0.03093476798924008,0.11948509186929256,231.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21258503401360546,0.0,0.022552255225522552,0.0,0.0,0.0,0.0,0.0,0.020499999999999997,0.0,0.21716514954486343,0.021866666666666666,0.0,0.03828197945845004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05331599479843953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023687701345461436,0.0,0.009606502863476814,0.01984,0.0,0.0019080000000000004,0.004707464694014795,0.007041478710529211,995.0,'yes'
0.0944700460829493,0.0,0.2450980392156863,0.0,0.02,0.034013605442176874,0.0,0.0,0.0,0.022552255225522552,0.0,0.12926577042399173,0.0,0.0,0.0,0.031,0.32552083333333337,0.0,0.24533333333333332,0.0,0.21475256769374412,0.09766081871345028,0.1546134663341646,0.020512820512820513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028993746446844798,0.0,0.01062257528172917,0.1104,0.04131227217496962,0.016527999999999998,0.0242098184263618,0.04675981956210804,1225.0,'yes'
0.018433179723502304,0.011204481792717087,0.06274509803921569,0.0,0.13799999999999998,0.0272108843537415,0.026058631921824105,0.0,0.045627376425855515,0.0044004400440044,0.0,0.1344364012409514,0.0,0.008,0.0,0.024,0.020833333333333336,0.010403120936280884,0.18666666666666668,0.0,0.06816059757236227,0.0,0.019950124688279305,0.01641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016107636914913778,0.014947316834109286,0.012008128579346019,0.03104,0.0016200891049007696,0.018376,0.07935440484196368,0.17163604356914952,253.0,'yes'
0.0,0.0,0.7254901960784315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925,0.0,0.0,0.09866666666666667,0.0,0.0,0.0,0.4613466334164589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05476596551070684,0.0,0.11601699612045076,0.0,0.0,0.015332,0.01882985877605918,0.009461987017273627,1594.0,'yes'
0.14285714285714285,0.0,0.1215686274509804,0.0,0.125,0.0,0.20195439739413681,0.0,0.0,0.0,0.0,0.0641158221302999,0.0,0.0,0.0,0.031,0.16145833333333334,0.0,0.06666666666666667,0.0,0.23436041083099904,0.0,0.1546134663341646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01404027341585073,0.08736000000000001,0.0,0.00608,0.014122394082044385,0.013202772582242272,416.0,'yes'
0.09216589861751152,0.009803921568627453,0.06274509803921569,0.0,0.025,0.030612244897959183,0.00977198697068404,0.1717687074829932,0.07604562737642587,0.022002200220022004,0.05,0.07445708376421924,0.11711711711711713,0.036,0.056689342403628114,0.027000000000000003,0.09375,0.04161248374512354,0.16266666666666665,0.028225806451612906,0.1353874883286648,0.0,0.07231920199501246,0.07794871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063025210084033615,0.0,0.0,0.0,0.0,0.0032679738562091504,0.0,0.0,0.0,0.0027366020524515395,0.007959067652075043,0.017887772604753733,0.010560995135168422,0.04511999999999999,0.0,0.009311999999999999,0.121049092131809,0.17823742986027066,711.0,'yes'
0.0391705069124424,0.018207282913165267,0.20980392156862748,0.0,0.034999999999999996,0.1054421768707483,0.1726384364820847,0.02891156462585034,0.11787072243346008,0.04400440044004401,0.13,0.12926577042399173,0.030630630630630633,0.0,0.14058956916099774,0.031,0.020833333333333336,0.18595578673602078,0.13333333333333333,0.0342741935483871,0.10830999066293183,0.0,0.22194513715710726,0.008205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016806722689075633,0.0,0.0,0.0,0.0,0.0037348272642390287,0.0,0.0,0.0,0.0,0.012507106310403639,0.0,0.006527495535439374,0.0592,0.0017550965303091668,0.023260000000000003,0.3913920645595158,0.14611068324348114,219.0,'yes'
0.0,0.014005602240896359,0.11960784313725491,0.0,0.10300000000000001,0.0,0.13355048859934854,0.034013605442176874,0.0,0.011001100110011002,0.0,0.04239917269906929,0.036036036036036036,0.0,0.4671201814058957,0.01,0.0,0.3211963589076723,0.10986666666666667,0.0,0.09617180205415499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04201680672268908,0.0,0.0,0.0,0.0,0.009337068160597572,0.0,0.0,0.0,0.0,0.0,0.0,0.0073280374407291085,0.01088,0.0,0.010528000000000001,0.020847343644922665,0.027065683793596654,722.0,'yes'
0.16129032258064516,0.0,0.06862745098039216,0.0,0.06999999999999999,0.05952380952380952,0.2280130293159609,0.0,0.13307984790874525,0.0,0.0,0.0,0.12612612612612611,0.0,0.0,0.0,0.2734375,0.0,0.16853333333333334,0.0,0.130718954248366,0.0,0.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278377866211862,0.0,0.007081716854486114,0.0,0.0,0.014384000000000001,0.03967720242098184,0.02871603036637694,665.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.09183673469387756,0.5309446254071661,0.0,0.0,0.0,0.27,0.05584281282316443,0.0,0.0,0.0,0.027000000000000003,0.7109375,0.07022106631989597,0.2618666666666667,0.0,0.20354808590102708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054720000000000005,0.0,0.006368,0.020847343644922665,0.007591594234789306,915.0,'yes'
0.0,0.05952380952380953,0.08235294117647059,0.0,0.041999999999999996,0.0,0.13680781758957655,0.0,0.2414448669201521,0.046754675467546754,0.0,0.043433298862461216,0.07567567567567568,0.0,0.0,0.0,0.0,0.0,0.13599999999999998,0.0,0.19794584500466852,0.0,0.0,0.043076923076923075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050420168067226885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04187985597877582,0.0,0.005449842970626269,0.07072,0.02389631429728635,0.031107999999999997,0.03564223268325487,0.06073275387831445,1380.0,'yes'
0.0,0.09173669467787116,0.10980392156862746,0.0,0.0,0.15816326530612246,0.0,0.030612244897959183,0.07034220532319392,0.041254125412541254,0.0,0.21302998965873837,0.0,0.0,0.0,0.0,0.09635416666666667,0.0,0.13013333333333332,0.0,0.08683473389355742,0.0,0.0,0.01846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015160128861095318,0.0,0.00825173963914034,0.03424,0.0,0.006791999999999999,0.02757229320780094,0.02750577621300473,319.0,'yes'
0.0,0.0,0.0,0.0,0.398,0.07482993197278912,0.0,0.07482993197278912,0.0,0.0484048404840484,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.046933333333333334,0.08870967741935484,0.12324929971988795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242024202420242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04870191396626871,0.0,0.001970564689943962,0.04096,0.0,0.00486,0.014794889038332213,0.012322587743426119,777.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.24755700325732902,0.0,0.0,0.0,0.0,0.0,0.13693693693693695,0.0,0.0,0.0,0.0,0.0,0.04053333333333333,0.1532258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21288515406162467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008436480078822587,0.0,0.0,0.04014,0.07330195023537324,0.03388711629442183,595.0,'yes'
0.02304147465437788,0.0070028011204481795,0.1392156862745098,0.0,0.061,0.05102040816326531,0.13029315960912052,0.017006802721088437,0.26996197718631176,0.04455445544554456,0.05,0.05170630816959669,0.0,0.0,0.0,0.005,0.0,0.1443433029908973,0.11893333333333334,0.10080645161290323,0.18954248366013068,0.0,0.0,0.030769230769230767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646900269541779,0.03005111152164542,0.12704000000000001,0.0044552450384771165,0.008744,0.03698722259583053,0.1145340521509517,1048.0,'yes'
0.013824884792626727,0.004201680672268907,0.09215686274509804,0.0,0.04,0.0,0.0,0.0,0.12737642585551331,0.0033003300330033004,0.0,0.03412616339193382,0.023423423423423424,0.0,0.0,0.01,0.0,0.0,0.06079999999999999,0.02620967741935484,0.11297852474323061,0.0,0.0,0.006153846153846154,0.0,0.0,0.0,0.0,0.004201680672268907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009103641456582634,0.0,0.0,0.0028011204481792713,0.0,0.0,0.0,0.004789053591790195,0.02027667235171499,0.0,0.002955847034915943,0.027200000000000002,0.0013500742540839747,0.009412,0.09616677874915938,0.09285950049510397,89.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05462184873949579,0.0,0.0,0.0,0.0,0.07978017813151411,0.0,0.006465915388878625,0.20224,0.0,0.011,0.00941492938802959,0.0064913631862691164,536.0,'yes'
0.0,0.0014005602240896359,0.009803921568627453,0.0,0.002,0.0,0.0,0.008503401360544218,0.0,0.01925192519251925,0.0,0.002068252326783868,0.0,0.0,0.0,0.0025,0.026041666666666668,0.0494148244473342,0.0037333333333333337,0.040322580645161296,0.015873015873015872,0.0,0.0,0.0,9.601536245799329E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.580064430547659E-4,0.0,0.0034484882074019337,0.0057599999999999995,0.002430133657351154,0.011688,0.32817753866846,0.35977555286610186,964.0,'yes'
0.0,0.08823529411764706,0.0,0.0,0.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.13029989658738367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.12923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.03752131893121092,0.0,0.006096434509514133,0.19072,0.0,0.011332,0.010759919300605245,0.007481571129937287,54.0,'yes'
